,naf_distance,naf_velocity
1710,-9.357000000000255,1.3948
1711,-8.355999999999852,2.07
1712,-7.365999999999815,2.946
1713,-6.375999999999777,2.546
1714,-5.38599999999974,1.8144
1715,-4.39600000000047,2.6125
1716,-180.0,-21.3302
1717,-178.00900000000036,-18.0116
1718,-177.0190000000003,-15.659
1719,-175.03900000000021,-21.1006
1720,-174.03799999999984,-19.4937
1721,-173.04799999999977,-13.7103
1722,-172.05799999999977,-19.4819
1723,-171.0680000000005,-22.9248
1724,-170.07800000000046,-20.6356
1725,-169.08800000000042,-18.0287
1726,-168.08700000000002,-16.0076
1727,-167.09699999999998,-16.0832
1728,-166.10699999999994,-17.1783
1729,-165.1169999999999,-20.4367
1730,-164.12699999999987,-19.3334
1731,-163.12600000000026,-17.8049
1732,-162.1360000000002,-14.4599
1733,-161.14600000000019,-14.4846
1734,-160.15600000000012,-16.7258
1735,-159.1660000000001,-16.037
1736,-158.16500000000048,-14.368
1737,-157.17500000000044,-15.1476
1738,-156.1850000000004,-18.5361
1739,-155.19500000000036,-19.7182
1740,-154.20500000000033,-19.0959
1741,-153.20399999999992,-18.8391
1742,-152.21399999999988,-19.0118
1743,-151.22399999999985,-20.4494
1744,-150.2339999999998,-19.9004
1745,-149.24399999999977,-20.3465
1746,-148.24300000000017,-18.7602
1747,-147.2530000000001,-18.3731
1748,-146.2630000000001,-18.9229
1749,-144.28300000000002,-21.2091
1750,-141.3020000000003,-23.0285
1751,-139.32200000000023,-27.0315
1752,-138.3320000000002,-24.567
1753,-137.3309999999998,-20.2757
1754,-136.34099999999975,-19.7982
1755,-135.3510000000005,-20.0295
1756,-134.36100000000044,-21.5658
1757,-133.37100000000044,-20.4414
1758,-132.37,-21.7809
1759,-131.38,-20.4783
1760,-130.38999999999993,-18.0352
1761,-129.39999999999992,-19.8758
1762,-128.40999999999985,-20.023
1763,-127.40900000000025,-18.2257
1764,-126.41900000000021,-17.9677
1765,-125.42900000000017,-18.8617
1766,-124.43900000000014,-19.593
1767,-123.4490000000001,-18.4892
1768,-122.45900000000006,-20.4936
1769,-121.45800000000044,-18.5567
1770,-120.4680000000004,-17.9662
1771,-119.47800000000036,-16.889
1772,-118.48800000000033,-16.6472
1773,-117.49800000000029,-16.6599
1774,-116.49699999999989,-17.5908
1775,-115.50699999999985,-17.8712
1776,-114.51699999999981,-17.3494
1777,-113.52699999999977,-16.3715
1778,-112.53700000000052,-15.2652
1779,-111.53600000000012,-13.2212
1780,-110.54600000000008,-12.3928
1781,-109.55600000000004,-13.0228
1782,-108.566,-13.2658
1783,-107.57599999999996,-13.172
1784,-106.57500000000034,-12.6879
1785,-105.5850000000003,-14.3818
1786,-104.59500000000027,-16.5276
1787,-103.60500000000023,-16.2197
1788,-102.6150000000002,-14.1561
1789,-97.65400000000042,-14.9423
1790,-96.66400000000039,-14.799
1791,-95.66299999999998,-16.14
1792,-94.67299999999994,-16.0996
1793,-93.68299999999991,-15.829
1794,-92.69299999999987,-16.7122
1795,-91.70299999999983,-17.4952
1796,-90.70200000000021,-15.3611
1797,-89.71200000000017,-14.8626
1798,-88.72200000000014,-15.3795
1799,-87.7320000000001,-15.5628
1800,-86.74200000000006,-14.6307
1801,-85.74100000000044,-14.2139
1802,-84.7510000000004,-14.4949
1803,-83.76100000000037,-13.8267
1804,-82.77100000000033,-13.1995
1805,-81.78100000000029,-13.5975
1806,-80.77999999999989,-13.8071
1807,-79.78999999999985,-13.7907
1808,-78.79999999999981,-13.8963
1809,-77.80999999999977,-13.6921
1810,-76.81999999999974,-13.4319
1811,-75.83000000000048,-13.4353
1812,-74.82900000000008,-12.865
1813,-73.83900000000004,-11.8603
1814,-72.849,-13.4157
1815,-71.85899999999997,-12.8964
1816,-70.86899999999993,-12.5474
1817,-69.86800000000031,-12.1753
1818,-68.87800000000027,-11.8341
1819,-67.88800000000023,-11.2226
1820,-66.8980000000002,-10.8267
1821,-65.90800000000016,-10.6656
1822,-64.90699999999975,-11.5002
1823,-63.9170000000005,-13.232
1824,-62.92700000000046,-12.8505
1825,-61.937000000000424,-10.4695
1826,-60.947000000000386,-5.7557
1827,-59.945999999999984,-5.1574
1828,-58.955999999999946,-6.8555
1829,-57.96599999999991,-9.0864
1830,-56.97599999999987,-10.8574
1831,-55.985999999999834,-11.1145
1832,-54.98500000000021,-7.2505
1833,-53.995000000000175,-8.987
1834,-53.00500000000014,-8.6242
1835,-52.0150000000001,-6.7189
1836,-51.02500000000006,-5.9473
1837,-50.035000000000025,-5.8665
1838,-49.03400000000039,-5.089
1839,-48.04400000000038,-3.8822
1840,-47.054000000000315,-2.9145
1841,-46.064000000000306,-3.1305
1842,-45.07400000000024,-3.5346
1843,-44.072999999999865,-2.9818
1844,-43.0829999999998,-3.0735
1845,-42.09299999999979,-2.3135
1846,-41.102999999999724,-2.0524
1847,-40.11300000000048,-1.8539
1848,-39.11200000000008,-0.9498
1849,-38.12200000000004,-1.152
1850,-37.132000000000005,-1.4861
1851,-36.14199999999997,-1.6164
1852,-35.15199999999993,-1.1507
1853,-34.151000000000295,-0.0789
1854,-33.161000000000286,-0.0551
1855,-32.17100000000022,-0.8422
1856,-31.18100000000021,0.3055
1857,-30.191000000000145,0.4971
1858,-29.18999999999977,0.1915
1859,-28.2000000000005,-0.7316
1860,-27.210000000000463,-1.7432
1861,-26.220000000000425,-0.6928
1862,-25.230000000000388,0.3396
1863,-24.24000000000035,1.0195
1864,-23.238999999999947,1.5937
1865,-22.24899999999991,2.1373
1866,-21.258999999999872,1.8635
1867,-20.268999999999835,2.6425
1868,-19.278999999999797,2.465
1869,-18.27800000000019,1.8866
1870,-17.288000000000125,1.8141
1871,-16.298000000000116,1.8262
1872,-15.30800000000005,2.3821
1873,-14.31800000000004,3.2121
1874,-13.317000000000405,4.1081
1875,-12.327000000000368,4.246
1876,-11.33700000000033,3.4442
1877,-10.347000000000293,2.0292
1878,-9.357000000000255,1.7593
1879,-8.355999999999852,2.3864
1880,-7.365999999999815,2.5855
1881,-6.375999999999777,2.167
1882,-5.38599999999974,1.8952
1883,-4.39600000000047,2.2155
1884,-3.4060000000004607,3.7784
1885,-180.0,-23.3486
1886,-177.0190000000003,-23.3684
1887,-176.02900000000028,-20.9741
1888,-175.03900000000021,-20.0093
1889,-174.03799999999984,-17.764
1890,-173.04799999999977,-12.6241
1891,-172.05799999999977,-13.4955
1892,-171.0680000000005,-18.7935
1893,-170.07800000000046,-20.5383
1894,-169.08800000000042,-16.8325
1895,-168.08700000000002,-14.7519
1896,-167.09699999999998,-16.1355
1897,-166.10699999999994,-17.4769
1898,-165.1169999999999,-19.0938
1899,-164.12699999999987,-18.5913
1900,-163.12600000000026,-18.0734
1901,-162.1360000000002,-15.1419
1902,-161.14600000000019,-15.7096
1903,-160.15600000000012,-18.6423
1904,-159.1660000000001,-17.3664
1905,-158.16500000000048,-17.3901
1906,-157.17500000000044,-20.4555
1907,-156.1850000000004,-21.2065
1908,-155.19500000000036,-19.6251
1909,-154.20500000000033,-18.0953
1910,-153.20399999999992,-17.9041
1911,-152.21399999999988,-18.5393
1912,-151.22399999999985,-18.4721
1913,-150.2339999999998,-20.4318
1914,-149.24399999999977,-20.7915
1915,-148.24300000000017,-17.8626
1916,-147.2530000000001,-17.84
1917,-146.2630000000001,-21.1421
1918,-145.27300000000002,-22.0867
1919,-144.28300000000002,-23.51
1920,-141.3020000000003,-23.445
1921,-140.31200000000027,-23.1392
1922,-139.32200000000023,-22.6782
1923,-138.3320000000002,-24.9352
1924,-137.3309999999998,-20.0794
1925,-136.34099999999975,-19.429
1926,-135.3510000000005,-18.7682
1927,-134.36100000000044,-22.8114
1928,-133.37100000000044,-21.9088
1929,-132.37,-21.628
1930,-131.38,-21.4208
1931,-130.38999999999993,-17.4286
1932,-129.39999999999992,-20.8519
1933,-128.40999999999985,-20.2291
1934,-127.40900000000025,-18.4311
1935,-126.41900000000021,-17.8832
1936,-125.42900000000017,-18.7575
1937,-124.43900000000014,-19.6772
1938,-123.4490000000001,-19.7346
1939,-122.45900000000006,-21.6818
1940,-121.45800000000044,-19.33
1941,-120.4680000000004,-19.5617
1942,-119.47800000000036,-18.414
1943,-118.48800000000033,-17.6541
1944,-117.49800000000029,-18.0132
1945,-116.49699999999989,-19.2239
1946,-115.50699999999985,-19.1782
1947,-114.51699999999981,-16.754
1948,-113.52699999999977,-17.0968
1949,-112.53700000000052,-14.6991
1950,-111.53600000000012,-13.5628
1951,-110.54600000000008,-13.3493
1952,-109.55600000000004,-13.3197
1953,-108.566,-12.6916
1954,-107.57599999999996,-13.4188
1955,-106.57500000000034,-14.8869
1956,-105.5850000000003,-15.4638
1957,-104.59500000000027,-18.7146
1958,-103.60500000000023,-18.7285
1959,-102.6150000000002,-15.801
1960,-97.65400000000042,-14.5288
1961,-96.66400000000039,-13.9841
1962,-95.66299999999998,-16.2207
1963,-94.67299999999994,-15.4715
1964,-93.68299999999991,-14.8181
1965,-92.69299999999987,-16.0187
1966,-91.70299999999983,-17.4045
1967,-90.70200000000021,-16.2785
1968,-89.71200000000017,-15.6324
1969,-88.72200000000014,-15.6409
1970,-87.7320000000001,-15.7403
1971,-86.74200000000006,-15.1642
1972,-85.74100000000044,-14.5905
1973,-84.7510000000004,-14.3578
1974,-83.76100000000037,-15.2262
1975,-82.77100000000033,-15.9271
1976,-81.78100000000029,-14.834
1977,-80.77999999999989,-15.5163
1978,-79.78999999999985,-15.5232
1979,-78.79999999999981,-15.0811
1980,-77.80999999999977,-14.8855
1981,-76.81999999999974,-14.9593
1982,-75.83000000000048,-14.2695
1983,-74.82900000000008,-13.3027
1984,-73.83900000000004,-13.2601
1985,-72.849,-13.5341
1986,-71.85899999999997,-12.4917
1987,-70.86899999999993,-12.3506
1988,-69.86800000000031,-11.8095
1989,-68.87800000000027,-11.7406
1990,-67.88800000000023,-11.2731
1991,-66.8980000000002,-10.7554
1992,-65.90800000000016,-10.439
1993,-64.90699999999975,-10.5478
1994,-63.9170000000005,-11.1132
1995,-62.92700000000046,-11.0896
1996,-61.937000000000424,-9.3661
1997,-60.947000000000386,-8.5932
1998,-59.945999999999984,-9.1075
1999,-58.955999999999946,-8.2667
2000,-57.96599999999991,-9.1037
2001,-56.97599999999987,-10.3135
2002,-55.985999999999834,-11.1878
2003,-54.98500000000021,-7.6082
2004,-53.995000000000175,-7.4999
2005,-53.00500000000014,-6.91
2006,-52.0150000000001,-6.7788
2007,-51.02500000000006,-5.4515
2008,-50.035000000000025,-4.9006
2009,-49.03400000000039,-4.2341
2010,-48.04400000000038,-4.8092
2011,-47.054000000000315,-4.4318
2012,-46.064000000000306,-3.3395
2013,-45.07400000000024,-2.4176
2014,-44.072999999999865,-2.0881
2015,-43.0829999999998,-1.8939
2016,-42.09299999999979,-1.7483
2017,-41.102999999999724,-1.6119
2018,-40.11300000000048,-1.16
2019,-39.11200000000008,-1.3114
2020,-38.12200000000004,-1.6278
2021,-37.132000000000005,-1.6785
2022,-36.14199999999997,-1.7574
2023,-35.15199999999993,-2.0267
2024,-34.151000000000295,-0.6106
2025,-33.161000000000286,-0.6088
2026,-32.17100000000022,-0.4898
2027,-31.18100000000021,0.2397
2028,-30.191000000000145,0.5188
2029,-29.18999999999977,0.294
2030,-28.2000000000005,-0.5443
2031,-27.210000000000463,-1.6896
2032,-26.220000000000425,-0.9924
2033,-25.230000000000388,0.1775
2034,-24.24000000000035,0.8787
2035,-23.238999999999947,1.1277
2036,-22.24899999999991,1.7332
2037,-21.258999999999872,1.6823
2038,-20.268999999999835,2.6109
2039,-19.278999999999797,2.5661
2040,-18.27800000000019,2.0325
2041,-17.288000000000125,1.6526
2042,-16.298000000000116,1.5937
2043,-15.30800000000005,2.6397
2044,-14.31800000000004,3.8963
2045,-13.317000000000405,4.9116
2046,-12.327000000000368,4.4084
2047,-11.33700000000033,3.0737
2048,-10.347000000000293,2.1413
2049,-9.357000000000255,2.3466
2050,-8.355999999999852,2.3769
2051,-7.365999999999815,2.3402
2052,-6.375999999999777,2.0116
2053,-5.38599999999974,1.6689
2054,-4.39600000000047,1.497
2055,-3.4060000000004607,2.9457
2056,-176.02900000000028,-21.1541
2057,-175.03900000000021,-19.0173
2058,-174.03799999999984,-16.8402
2059,-173.04799999999977,-13.3014
2060,-172.05799999999977,-14.6107
2061,-171.0680000000005,-17.5515
2062,-170.07800000000046,-16.8244
2063,-167.09699999999998,-16.3644
2064,-166.10699999999994,-16.7222
2065,-165.1169999999999,-17.8195
2066,-164.12699999999987,-17.3711
2067,-163.12600000000026,-18.6373
2068,-162.1360000000002,-15.3828
2069,-161.14600000000019,-19.2047
2070,-160.15600000000012,-20.2831
2071,-159.1660000000001,-19.226
2072,-158.16500000000048,-18.858
2073,-157.17500000000044,-22.6357
2074,-156.1850000000004,-21.4592
2075,-155.19500000000036,-19.7366
2076,-154.20500000000033,-18.9166
2077,-153.20399999999992,-17.9734
2078,-152.21399999999988,-17.4764
2079,-151.22399999999985,-17.5358
2080,-150.2339999999998,-19.4789
2081,-149.24399999999977,-20.7923
2082,-148.24300000000017,-17.7556
2083,-147.2530000000001,-17.3359
2084,-146.2630000000001,-18.7665
2085,-145.27300000000002,-20.5979
2086,-144.28300000000002,-23.5476
2087,-141.3020000000003,-22.2676
2088,-140.31200000000027,-20.3346
2089,-138.3320000000002,-20.2739
2090,-137.3309999999998,-19.1512
2091,-136.34099999999975,-18.7123
2092,-135.3510000000005,-18.055
2093,-134.36100000000044,-22.0741
2094,-133.37100000000044,-21.6358
2095,-132.37,-20.5062
2096,-131.38,-19.8372
2097,-130.38999999999993,-18.4512
2098,-129.39999999999992,-20.3582
2099,-127.40900000000025,-18.9461
2100,-126.41900000000021,-17.4847
2101,-125.42900000000017,-18.1619
2102,-124.43900000000014,-19.3351
2103,-123.4490000000001,-20.0528
2104,-122.45900000000006,-20.623
2105,-121.45800000000044,-19.2101
2106,-120.4680000000004,-19.8873
2107,-119.47800000000036,-19.26
2108,-118.48800000000033,-18.4774
2109,-117.49800000000029,-18.4962
2110,-116.49699999999989,-18.8091
2111,-115.50699999999985,-18.9395
2112,-114.51699999999981,-16.8143
2113,-113.52699999999977,-16.6302
2114,-112.53700000000052,-13.7422
2115,-111.53600000000012,-13.7007
2116,-110.54600000000008,-13.9188
2117,-109.55600000000004,-14.3684
2118,-108.566,-14.4191
2119,-107.57599999999996,-15.4701
2120,-106.57500000000034,-16.8527
2121,-105.5850000000003,-16.1956
2122,-104.59500000000027,-17.5924
2123,-103.60500000000023,-16.4038
2124,-102.6150000000002,-16.8281
2125,-101.61399999999979,-18.0143
2126,-97.65400000000042,-14.9989
2127,-96.66400000000039,-13.6693
2128,-95.66299999999998,-15.8606
2129,-94.67299999999994,-15.795
2130,-93.68299999999991,-15.7065
2131,-92.69299999999987,-16.4741
2132,-91.70299999999983,-17.2733
2133,-90.70200000000021,-17.1691
2134,-89.71200000000017,-16.846
2135,-88.72200000000014,-16.4147
2136,-87.7320000000001,-16.9871
2137,-86.74200000000006,-17.0452
2138,-85.74100000000044,-17.999
2139,-84.7510000000004,-15.0894
2140,-83.76100000000037,-16.2187
2141,-82.77100000000033,-17.446
2142,-81.78100000000029,-17.3906
2143,-80.77999999999989,-17.8825
2144,-79.78999999999985,-17.3589
2145,-78.79999999999981,-16.1355
2146,-77.80999999999977,-15.4419
2147,-76.81999999999974,-15.7943
2148,-75.83000000000048,-14.3703
2149,-74.82900000000008,-13.946
2150,-73.83900000000004,-13.633
2151,-72.849,-13.2044
2152,-71.85899999999997,-11.8959
2153,-70.86899999999993,-11.5976
2154,-69.86800000000031,-11.5458
2155,-68.87800000000027,-11.5471
2156,-67.88800000000023,-11.4614
2157,-66.8980000000002,-11.7288
2158,-65.90800000000016,-12.1975
2159,-64.90699999999975,-12.4292
2160,-63.9170000000005,-11.4295
2161,-62.92700000000046,-10.1233
2162,-61.937000000000424,-8.9783
2163,-60.947000000000386,-14.6085
2164,-59.945999999999984,-14.4277
2165,-58.955999999999946,-9.9985
2166,-57.96599999999991,-9.4184
2167,-56.97599999999987,-8.3916
2168,-55.985999999999834,-7.8338
2169,-54.98500000000021,-6.1514
2170,-53.995000000000175,-6.8536
2171,-53.00500000000014,-6.6546
2172,-52.0150000000001,-7.1619
2173,-51.02500000000006,-5.7279
2174,-50.035000000000025,-4.8071
2175,-49.03400000000039,-4.4111
2176,-48.04400000000038,-5.9654
2177,-47.054000000000315,-5.9636
2178,-46.064000000000306,-3.4732
2179,-45.07400000000024,-0.9985
2180,-44.072999999999865,-0.7045
2181,-43.0829999999998,0.0531
2182,-42.09299999999979,0.3769
2183,-41.102999999999724,-0.472
2184,-40.11300000000048,-0.6518
2185,-39.11200000000008,-1.278
2186,-38.12200000000004,-1.5071
2187,-37.132000000000005,-1.1481
2188,-36.14199999999997,-1.0549
2189,-35.15199999999993,-2.3566
2190,-34.151000000000295,-1.8488
2191,-33.161000000000286,-1.4357
2192,-32.17100000000022,-0.415
2193,-31.18100000000021,0.4024
2194,-30.191000000000145,0.7018
2195,-29.18999999999977,0.5265
2196,-28.2000000000005,0.2004
2197,-27.210000000000463,-0.4238
2198,-26.220000000000425,-0.4202
2199,-25.230000000000388,0.3269
2200,-24.24000000000035,0.9273
2201,-23.238999999999947,1.0079
2202,-22.24899999999991,1.3942
2203,-21.258999999999872,1.6152
2204,-20.268999999999835,2.7459
2205,-19.278999999999797,2.7209
2206,-18.27800000000019,1.9829
2207,-17.288000000000125,1.69
2208,-16.298000000000116,1.8694
2209,-15.30800000000005,2.9646
2210,-14.31800000000004,4.2111
2211,-13.317000000000405,4.9356
2212,-12.327000000000368,3.7438
2213,-11.33700000000033,2.559
2214,-10.347000000000293,2.2322
2215,-9.357000000000255,2.509
2216,-8.355999999999852,2.2727
2217,-7.365999999999815,2.5824
2218,-6.375999999999777,2.3241
2219,-5.38599999999974,1.0869
2220,-4.39600000000047,0.9163
2221,-3.4060000000004607,2.3708
2222,-180.0,-22.4688
2223,-176.02900000000028,-16.2865
2224,-175.03900000000021,-18.3384
2225,-174.03799999999984,-18.6711
2226,-173.04799999999977,-15.4956
2227,-172.05799999999977,-17.7403
2228,-171.0680000000005,-20.6473
2229,-167.09699999999998,-15.9256
2230,-166.10699999999994,-18.693
2231,-165.1169999999999,-18.2165
2232,-164.12699999999987,-19.0476
2233,-163.12600000000026,-19.6466
2234,-162.1360000000002,-21.0903
2235,-161.14600000000019,-19.8536
2236,-160.15600000000012,-21.6499
2237,-159.1660000000001,-20.7476
2238,-158.16500000000048,-21.2369
2239,-157.17500000000044,-22.3987
2240,-156.1850000000004,-21.1994
2241,-155.19500000000036,-19.9351
2242,-154.20500000000033,-19.7433
2243,-153.20399999999992,-19.0781
2244,-152.21399999999988,-18.6488
2245,-151.22399999999985,-18.9987
2246,-150.2339999999998,-20.3086
2247,-149.24399999999977,-20.4386
2248,-148.24300000000017,-18.4052
2249,-147.2530000000001,-16.7021
2250,-146.2630000000001,-17.2955
2251,-145.27300000000002,-18.9014
2252,-144.28300000000002,-21.7555
2253,-141.3020000000003,-20.1105
2254,-140.31200000000027,-18.1423
2255,-138.3320000000002,-19.0619
2256,-137.3309999999998,-18.8582
2257,-136.34099999999975,-18.5006
2258,-135.3510000000005,-17.9912
2259,-134.36100000000044,-20.2571
2260,-133.37100000000044,-20.4089
2261,-132.37,-19.1204
2262,-131.38,-19.6422
2263,-130.38999999999993,-19.9514
2264,-129.39999999999992,-21.7724
2265,-128.40999999999985,-21.4487
2266,-127.40900000000025,-19.4951
2267,-126.41900000000021,-17.0144
2268,-125.42900000000017,-17.5688
2269,-124.43900000000014,-18.7841
2270,-123.4490000000001,-19.546
2271,-122.45900000000006,-19.1155
2272,-121.45800000000044,-18.8433
2273,-120.4680000000004,-20.1346
2274,-119.47800000000036,-19.2201
2275,-118.48800000000033,-18.7417
2276,-117.49800000000029,-18.3002
2277,-116.49699999999989,-17.569
2278,-115.50699999999985,-17.6619
2279,-114.51699999999981,-16.8154
2280,-113.52699999999977,-14.6477
2281,-112.53700000000052,-13.0442
2282,-111.53600000000012,-14.2616
2283,-110.54600000000008,-14.9905
2284,-109.55600000000004,-16.0343
2285,-108.566,-16.6107
2286,-107.57599999999996,-16.7605
2287,-106.57500000000034,-17.1131
2288,-105.5850000000003,-16.951
2289,-104.59500000000027,-16.4668
2290,-103.60500000000023,-14.3503
2291,-102.6150000000002,-14.2097
2292,-101.61399999999979,-16.6078
2293,-97.65400000000042,-16.4643
2294,-96.66400000000039,-14.4214
2295,-95.66299999999998,-15.5626
2296,-94.67299999999994,-16.6476
2297,-93.68299999999991,-17.4886
2298,-92.69299999999987,-16.7974
2299,-91.70299999999983,-17.5103
2300,-90.70200000000021,-17.8948
2301,-89.71200000000017,-17.673
2302,-88.72200000000014,-17.04
2303,-87.7320000000001,-17.3562
2304,-86.74200000000006,-17.3914
2305,-85.74100000000044,-17.1225
2306,-84.7510000000004,-16.0636
2307,-83.76100000000037,-16.6328
2308,-82.77100000000033,-17.9635
2309,-81.78100000000029,-18.8221
2310,-80.77999999999989,-18.5793
2311,-79.78999999999985,-17.8576
2312,-78.79999999999981,-16.7975
2313,-77.80999999999977,-15.5326
2314,-76.81999999999974,-14.0959
2315,-75.83000000000048,-12.016
2316,-74.82900000000008,-14.4687
2317,-73.83900000000004,-13.3841
2318,-72.849,-12.7651
2319,-71.85899999999997,-11.3625
2320,-70.86899999999993,-10.8029
2321,-69.86800000000031,-10.9376
2322,-68.87800000000027,-10.8784
2323,-67.88800000000023,-10.985
2324,-66.8980000000002,-11.9909
2325,-65.90800000000016,-13.5463
2326,-64.90699999999975,-14.319
2327,-63.9170000000005,-12.5319
2328,-62.92700000000046,-9.7372
2329,-61.937000000000424,-8.9507
2330,-60.947000000000386,-15.4884
2331,-59.945999999999984,-14.2827
2332,-58.955999999999946,-10.3233
2333,-57.96599999999991,-9.7437
2334,-56.97599999999987,-7.9179
2335,-55.985999999999834,-6.6453
2336,-54.98500000000021,-6.4724
2337,-53.995000000000175,-8.2373
2338,-53.00500000000014,-7.4681
2339,-52.0150000000001,-7.3072
2340,-51.02500000000006,-5.9177
2341,-50.035000000000025,-4.9883
2342,-49.03400000000039,-5.4251
2343,-48.04400000000038,-6.7434
2344,-47.054000000000315,-6.7178
2345,-46.064000000000306,-4.5364
2346,-45.07400000000024,-2.5498
2347,-44.072999999999865,-1.9611
2348,-43.0829999999998,-1.006
2349,-42.09299999999979,-0.411
2350,-41.102999999999724,-0.0959
2351,-40.11300000000048,-0.0079
2352,-39.11200000000008,-1.039
2353,-38.12200000000004,-1.0897
2354,-37.132000000000005,-0.1567
2355,-36.14199999999997,0.0532
2356,-35.15199999999993,-2.1079
2357,-34.151000000000295,-2.384
2358,-33.161000000000286,-2.1618
2359,-32.17100000000022,-0.8399
2360,-31.18100000000021,0.5242
2361,-30.191000000000145,1.0901
2362,-29.18999999999977,1.0172
2363,-28.2000000000005,0.8367
2364,-27.210000000000463,0.8235
2365,-26.220000000000425,0.5573
2366,-25.230000000000388,0.7279
2367,-24.24000000000035,0.9819
2368,-23.238999999999947,1.1074
2369,-22.24899999999991,1.187
2370,-21.258999999999872,1.6152
2371,-20.268999999999835,2.4851
2372,-19.278999999999797,2.9083
2373,-18.27800000000019,2.2139
2374,-17.288000000000125,2.2609
2375,-16.298000000000116,2.49
2376,-15.30800000000005,3.1248
2377,-14.31800000000004,3.802
2378,-13.317000000000405,4.0466
2379,-12.327000000000368,2.9702
2380,-11.33700000000033,2.4254
2381,-10.347000000000293,2.4701
2382,-9.357000000000255,2.6032
2383,-8.355999999999852,2.4622
2384,-7.365999999999815,2.5087
2385,-6.375999999999777,2.0716
2386,-5.38599999999974,1.7307
2387,-3.4060000000004607,2.2033
2388,-180.0,-22.0043
2389,-175.03900000000021,-18.2195
2390,-174.03799999999984,-18.2513
2391,-172.05799999999977,-23.0969
2392,-171.0680000000005,-22.8291
2393,-170.07800000000046,-22.6401
2394,-168.08700000000002,-16.1329
2395,-167.09699999999998,-17.2978
2396,-166.10699999999994,-17.5026
2397,-165.1169999999999,-12.9556
2398,-164.12699999999987,-15.0886
2399,-163.12600000000026,-17.4321
2400,-162.1360000000002,-19.6984
2401,-161.14600000000019,-19.0751
2402,-160.15600000000012,-21.8294
2403,-159.1660000000001,-21.847
2404,-158.16500000000048,-22.1025
2405,-157.17500000000044,-22.1246
2406,-156.1850000000004,-21.0826
2407,-155.19500000000036,-20.5316
2408,-154.20500000000033,-20.8518
2409,-153.20399999999992,-20.0618
2410,-152.21399999999988,-19.8032
2411,-151.22399999999985,-19.1103
2412,-150.2339999999998,-19.2912
2413,-149.24399999999977,-18.8766
2414,-148.24300000000017,-18.4232
2415,-147.2530000000001,-17.462
2416,-146.2630000000001,-17.1771
2417,-145.27300000000002,-18.4792
2418,-142.29200000000034,-21.0338
2419,-141.3020000000003,-18.3432
2420,-140.31200000000027,-17.3957
2421,-139.32200000000023,-19.2253
2422,-138.3320000000002,-18.6405
2423,-137.3309999999998,-18.8601
2424,-136.34099999999975,-18.6349
2425,-135.3510000000005,-18.5286
2426,-134.36100000000044,-19.9196
2427,-133.37100000000044,-19.3671
2428,-132.37,-19.4784
2429,-131.38,-19.6687
2430,-130.38999999999993,-18.8021
2431,-128.40999999999985,-22.4903
2432,-127.40900000000025,-19.2283
2433,-126.41900000000021,-17.0741
2434,-125.42900000000017,-17.4365
2435,-124.43900000000014,-18.2039
2436,-123.4490000000001,-18.6782
2437,-122.45900000000006,-18.1448
2438,-121.45800000000044,-18.3502
2439,-120.4680000000004,-20.1858
2440,-119.47800000000036,-19.351
2441,-118.48800000000033,-19.2587
2442,-117.49800000000029,-20.049
2443,-116.49699999999989,-17.2405
2444,-115.50699999999985,-16.8336
2445,-114.51699999999981,-16.1137
2446,-113.52699999999977,-14.9882
2447,-112.53700000000052,-15.694
2448,-111.53600000000012,-17.4793
2449,-110.54600000000008,-16.9828
2450,-109.55600000000004,-17.406
2451,-108.566,-17.4285
2452,-107.57599999999996,-16.8241
2453,-106.57500000000034,-17.1205
2454,-105.5850000000003,-17.4944
2455,-104.59500000000027,-15.0291
2456,-103.60500000000023,-16.3749
2457,-102.6150000000002,-13.4736
2458,-101.61399999999979,-15.4672
2459,-100.62399999999975,-18.5772
2460,-97.65400000000042,-17.8509
2461,-96.66400000000039,-15.4251
2462,-95.66299999999998,-15.7364
2463,-94.67299999999994,-16.2847
2464,-93.68299999999991,-16.9827
2465,-92.69299999999987,-15.9886
2466,-91.70299999999983,-17.6649
2467,-90.70200000000021,-18.9925
2468,-89.71200000000017,-19.1608
2469,-88.72200000000014,-17.6434
2470,-87.7320000000001,-16.4766
2471,-86.74200000000006,-16.1114
2472,-85.74100000000044,-16.7139
2473,-84.7510000000004,-16.4351
2474,-83.76100000000037,-16.8924
2475,-82.77100000000033,-18.007
2476,-81.78100000000029,-18.4043
2477,-80.77999999999989,-17.5777
2478,-79.78999999999985,-17.3651
2479,-78.79999999999981,-17.6587
2480,-77.80999999999977,-16.4908
2481,-76.81999999999974,-13.3568
2482,-75.83000000000048,-11.3722
2483,-74.82900000000008,-14.1286
2484,-73.83900000000004,-13.318
2485,-72.849,-12.4595
2486,-71.85899999999997,-11.2017
2487,-70.86899999999993,-10.3813
2488,-69.86800000000031,-9.9727
2489,-68.87800000000027,-9.9802
2490,-67.88800000000023,-10.1028
2491,-66.8980000000002,-10.1734
2492,-65.90800000000016,-10.9668
2493,-64.90699999999975,-12.138
2494,-63.9170000000005,-11.5071
2495,-62.92700000000046,-9.2613
2496,-61.937000000000424,-9.0699
2497,-60.947000000000386,-12.6716
2498,-59.945999999999984,-11.4972
2499,-58.955999999999946,-10.0986
2500,-57.96599999999991,-10.0468
2501,-56.97599999999987,-8.459
2502,-55.985999999999834,-7.4084
